"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_rdlplbb09FR_08IV2022_i51.wav,0.000000,15.656463,Hyla meridionalis,638.218628,5361.765137"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_rdlplbb09FR_08IV2022_i51.wav,6.154028,6.241943,Non identifié,88.450119,796.340637"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_rdlplbb09FR_08IV2022_i51.wav,8.023171,9.364825,Non identifié,121.568703,678.132935"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_rdlplbb09FR_08IV2022_i51.wav,10.503894,10.568874,Non identifié,197.296661,719.237915"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_rdlplbb09FR_08IV2022_i51.wav,11.172810,11.233968,Non identifié,88.450119,886.933044"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_rdlplbb09FR_08IV2022_i51.wav,12.086358,12.308056,Non identifié,262.874664,678.132935"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_rdlplbb09FR_08IV2022_i51.wav,13.760560,15.541788,Non identifié,102.477142,702.650940"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,0.099819,0.738658,Hyla meridionalis,1001.680298,2381.337891"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,0.924035,1.542910,Hyla meridionalis,926.648071,2335.366943"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,1.648433,2.518280,Hyla meridionalis,670.152301,2962.797363"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,2.777809,3.613433,Hyla meridionalis,843.281494,2752.560449"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,3.781698,4.765624,Hyla meridionalis,786.362610,2358.266357"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,5.267569,6.154529,Hyla meridionalis,843.281494,2962.797363"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,6.354166,7.018672,Hyla meridionalis,710.185669,2136.838379"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,8.096713,8.795443,Hyla meridionalis,938.919678,2935.372314"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,8.977968,9.394355,Hyla meridionalis,731.543091,2290.082031"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,10.646365,11.165421,Hyla meridionalis,902.379822,2697.599854"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,11.222461,11.681626,Hyla meridionalis,869.962502,2381.337891"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,11.681626,12.095160,Hyla meridionalis,689.146973,2052.823486"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,12.317613,12.930784,Hyla meridionalis,938.919678,2475.379639"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i55.wav,13.076234,13.475509,Hyla meridionalis,678.745605,2115.597168"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i56.wav,0.514158,1.021522,Hyla meridionalis,2082.264160,2627.093750"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i56.wav,1.184603,1.753122,Hyla meridionalis,1609.381104,2481.620605"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i56.wav,1.956973,2.353351,Hyla meridionalis,1133.057983,2166.439453"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i56.wav,3.161961,3.687445,Hyla meridionalis,1960.613159,2627.093750"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i56.wav,3.714625,4.432635,Hyla meridionalis,1714.973022,2434.556641"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i56.wav,4.625161,5.064574,Hyla meridionalis,1092.536011,2082.264160"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i56.wav,5.721428,6.303537,Hyla meridionalis,1661.586914,2683.154945"
"/media/david/One Touch/PSI-BIOM/Travail/Enregistrements opportunistes/Amphibiens/Elodie Massol/Hyla meridionalis/Sons/Anura_pdlmtou09FR_25IV2022_i56.wav,6.303537,6.894706,Hyla meridionalis,1679.249878,2529.390381"
