0.138554	2.850254	Arroseur
\	3922.825439	19768.146484
1.781409	2.619330	Pelophylax ridibundus 1 1 
\	1418.032104	4565.059570
2.962416	7.264188	Arroseur
\	3848.262695	21518.689067
4.611869	5.502573	Pelophylax ridibundus 1 1
\	1350.258423	4522.425293
5.806072	6.063387	Pelophylax kl. 1 1
\	1071.131348	1712.283569
6.017202	6.822135	Pelophylax ridibundus 1 1
\	1578.827515	4783.504883
7.310373	15.781960	Arroseur
\	4565.059570	20273.527344
7.310373	8.128501	Pelophylax ridibundus 1 1
\	1712.283569	4828.269531
9.157760	9.989084	Pelophylax ridibundus 1 1
\	1673.375244	4964.768555
9.989084	10.160627	Pelophylax kl. 1 1
\	1085.590088	1959.501343
10.411343	11.341634	Pelophylax ridibundus 1 1
\	2003.100708	4873.399414
11.117309	11.401015	Pelophylax kl. 1 1
\	1236.830933	2138.233398
11.968426	12.238937	Pelophylax kl. 1 1
\	1174.854980	1597.430908
12.351099	13.776226	Pelophylax ridibundus 1 1
\	1712.283569	4651.374023
12.773359	13.096652	Pelophylax kl. 1 1
\	1100.166870	1673.375244
13.690455	13.987356	Pelophylax kl. 1 1
\	1129.678345	1731.976440
14.620746	15.313516	Pelophylax ridibundus 1 1
\	1635.094116	4783.504883
14.647137	14.884658	Pelophylax kl. 1 1
\	973.146118	1597.430908
16.250405	17.550173	Pelophylax ridibundus 1 1
\	2255.990967	4462.553049
16.844208	21.475870	Arroseur
\	5011.013672	20103.697266
18.737779	19.595494	Pelophylax ridibundus 1 1
\	1853.555298	4873.399414
19.833015	20.044145	Pelophylax kl. 1 1
\	1221.147461	1853.555298
21.225153	22.234618	Pelophylax ridibundus 1 1
\	1731.976440	4651.374023
21.541848	30.976715	Arroseur
\	3885.392578	20103.697266
23.969842	24.240352	Pelophylax kl. 1 1
\	880.581543	1505.908447
24.900133	25.922793	Pelophylax ridibundus 1 1
\	1692.750244	4783.504883
26.542987	26.793704	Pelophylax kl. 1 1
\	1190.160645	1673.375244
28.073679	28.891808	Pelophylax ridibundus 1 1
\	1692.750244	4608.041992
31.102074	35.456628	Arroseur
\	4314.381836	20103.697266
31.267019	31.471551	Pelophylax kl. 1 1
\	959.597900	1418.032104
31.603507	32.289679	Pelophylax ridibundus 1 1
\	1751.829956	4565.059570
33.833567	34.051295	Pelophylax kl. 1 1
\	973.146118	1673.375244
34.552728	35.410443	Pelophylax ridibundus 1 1
\	1673.375244	4783.504883
35.548997	35.977855	Arroseur
\	4438.191895	20103.697266
35.614975	35.944866	Pelophylax kl. 1 1
\	1000.575134	1578.827515
