0.288230	3.960032	Epidalea calamita call 1 1
\	564.033264	2636.480469
12.318708	12.563077	Goutte
\	1679.763062	17636.144531
14.079419	14.198470	Micro
\	-1.000000	619.754578
15.169681	15.852661	Micro
\	-1.000000	1645.787964
39.067723	39.506335	Eau
\	1679.763062	12663.505859
41.743252	43.146807	Epidalea calamita call 1 1
\	341.004211	4585.974121
45.082962	45.139355	Goutte
\	1483.053345	14730.119141
45.540371	46.129363	Eau
\	1483.053345	4079.812744
50.271106	52.608277	Epidalea calamita call 1 1
\	379.107544	2295.379639
54.437912	54.738674	Eau
\	1034.387329	13152.644531
56.624702	56.743754	Goutte
\	573.154053	2008.555176
58.040789	58.886682	Micro
\	-1.000000	648.529724
61.286512	62.721397	Epidalea calamita call 1 1
\	442.994873	10545.575195
64.131219	64.444513	Micro
\	-1.000000	418.605469
67.621311	68.504799	Micro
\	-1.000000	600.913025
75.610300	75.698022	Micro
\	-1.000000	582.340576
79.018935	79.369824	Micro
\	-1.000000	677.932129
82.089213	82.540356	Micro
\	-1.000000	610.299927
86.312412	86.406400	Goutte
\	1097.870117	4045.569580
86.619440	88.242301	Epidalea calamita call 1 1
\	356.081421	6001.402344
87.277357	87.427738	Micro
\	-1.000000	394.736511
88.455341	88.593190	Micro
\	-1.000000	1421.165527
89.238575	89.670921	Micro
\	-1.000000	275.776764
92.653477	92.759996	Micro
\	-1.000000	834.845032
94.057032	96.951866	Epidalea calamita call 1 1
\	363.701660	7263.507812
109.132725	110.598939	Epidalea calamita call 1 1
\	418.605469	7149.815918
136.351681	136.865482	Micro
\	-1.000000	914.067322
