0.358108	12.999309	Pelophylax kl. 1 4
\	506.327423	7480.579102
3.610919	3.694478	Micro
\	-1.000000	248.943024
4.673305	4.744927	Micro
\	-1.000000	369.923340
5.493969	5.550669	Micro
\	-1.000000	413.585236
10.414965	10.573129	Micro
\	-1.000000	419.966553
13.417101	26.810328	Pelophylax kl. 1 4
\	439.330414	7250.169922
22.590626	22.715964	Micro
\	-1.000000	259.849670
26.905823	46.291386	Pelophylax kl. 1 4
\	555.555786	8376.170494
39.308286	39.869321	Canis familiaris 1 1
\	325.165701	485.824799
44.626185	45.127536	Canis familiaris 1 1
\	310.502014	541.289001
46.807658	46.974775	Cris
\	1141.195190	1340.645996
47.300056	47.831249	Canis familiaris 1 1
\	388.421936	534.216553
48.314694	51.358609	Pelophylax kl. 1 4
\	452.425323	7026.247559
49.132373	49.341269	Non identifié
\	-1.000000	660.121521
50.809511	51.072123	Canis familiaris 1 1
\	310.502014	896.103638
51.113902	51.728654	Canis familiaris 1 1
\	316.292450	452.425323
52.438901	61.105107	Pelophylax kl. 1 4
\	551.779002	7387.625000
53.722120	53.925048	Non identifié
\	-1.000000	3082.465820
56.563108	57.846327	Micro
\	-1.000000	175.988586
56.724256	57.619525	Canis familiaris 1 1
\	316.292450	513.240051
58.592384	58.735628	Canis familiaris 1 1
\	715.626038	842.310486
58.989287	60.221774	Voix
\	276.445160	479.068298
61.666142	101.887603	Pelophylax kl. 1 4
\	465.756075	7961.629395
62.448010	62.573348	Canis familiaris 1 4
\	304.744446	1448.333252
66.339447	66.524470	Canis familiaris 1 1
\	376.054321	520.192200
70.153294	70.481559	Canis familiaris 1 1
\	369.923340	905.249878
70.427843	70.636739	Micro
\	-1.000000	201.376434
90.475905	90.804170	Micro
\	-1.000000	156.194168
102.186026	103.331970	Pelophylax kl. 1 4
\	851.148499	7159.831543
103.755731	104.215303	Pelophylax kl. 1 4
\	472.350433	7115.048828
104.412262	106.537034	Pelophylax kl. 1 2
\	534.216553	8212.660156
106.889173	111.484888	Pelophylax kl. 1 4
\	731.896606	8523.516602
110.673178	111.168560	Micro
\	-1.000000	166.034836
111.699753	112.171261	Non identifié
\	158.267562	534.216553
111.860901	115.042091	Pelophylax kl. 1 4
\	452.425323	8682.990234
115.262924	115.704591	Pelophylax kl. 1 4
\	445.859161	6391.618164
115.985108	120.246590	Pelophylax kl. 1 4
\	445.859161	8523.516602
116.987810	117.745804	Micro
\	-1.000000	191.134125
118.378461	118.599294	Micro
\	-1.000000	161.100403
118.873843	119.023055	Micro
\	-1.000000	254.380737
119.375194	119.858640	Micro
\	-1.000000	322.116180
