0.000000	27.408475	Hyla meridionalis 1 3
\	725.516113	4079.487756
0.440297	4.324343	Voix
\	290.268982	761.785767
4.112057	6.824600	Voix
\	315.464752	734.498108
7.854580	8.554337	Voix
\	309.106293	597.338745
9.773016	10.417736	Voix
\	422.823334	743.537048
14.199571	14.655593	Voix
\	437.017853	681.441589
17.674771	20.434488	Voix
\	388.107666	738.332763
21.857590	22.415824	Voix
\	341.301544	565.149292
23.029094	24.986842	Voix
\	367.795624	672.791626
26.095447	27.447787	Voix
\	212.620773	672.791626
