0.000000	0.332595	Voix
\	348.467926	614.471985
0.000000	225.781948	Pelophylax perezi 1 4
\	371.564819	6728.293457
0.623615	1.114192	Voix
\	377.780426	1569.129028
1.604770	1.779382	Voix
\	401.819366	775.866028
3.118076	3.417411	Voix
\	457.885651	719.978455
3.907988	4.490029	Voix
\	69.898628	530.299927
5.038810	5.279942	Voix
\	395.759888	557.740662
5.737259	6.227837	Voix
\	275.932465	1658.437622
8.048793	8.971743	Voix
\	314.343323	938.900330
9.562099	10.210659	Voix
\	395.759888	1060.710205
10.568198	11.341481	Voix
\	174.015579	751.649902
13.287160	14.584280	Voix
\	342.701782	1495.275513
15.282729	16.579848	Voix
\	331.264496	947.963257
27.380863	28.012793	Voix
\	457.885651	920.923279
29.850379	30.124770	Voix
\	319.952667	1519.622559
30.424105	30.765015	Voix
\	297.699829	938.900330
31.022776	31.288851	Voix
\	297.699829	903.143494
31.704595	31.862577	Voix
\	297.699829	833.953308
36.585423	37.076000	Voix
\	537.103394	1833.726929
38.672455	39.254496	Voix
\	360.096039	537.103394
39.928000	40.268910	Voix
\	314.343323	457.885651
42.206274	42.530554	Voix
\	451.517670	1471.195679
42.721796	43.362041	Voix
\	319.952667	1447.380249
43.362041	43.644746	Voix
\	621.741028	929.886780
44.160268	44.576012	Voix
\	360.096039	681.359192
45.033329	45.216257	Voix
\	557.740662	903.143494
49.041096	49.914157	Voix
\	360.096039	2356.263428
49.914157	50.828793	Rire
\	395.759888	2565.360107
51.227907	52.042764	Voix
\	238.976181	1581.677368
52.308840	52.508397	Voix
\	607.243042	759.677429
55.850974	56.416385	Voix
\	735.726807	1233.763550
56.940222	57.114834	Rire
\	223.569290	1684.593994
59.143662	60.091557	Voix
\	319.952667	743.666199
61.870939	62.644222	Voix
\	445.184937	825.517212
66.128152	66.543895	Voix
\	354.265961	1343.401367
66.934694	67.475160	Voix
\	360.096039	947.963257
72.314414	73.295569	Voix
\	325.592987	1354.701050
73.561644	74.451335	Voix
\	259.919159	1160.536255
74.916968	75.332711	Voix
\	407.912445	1483.202393
75.873178	76.629831	Voix
\	395.759888	817.127502
77.361539	77.536152	Voix
\	600.053650	759.677429
78.966309	79.174181	Voix
\	464.288757	775.866028
79.598239	80.072187	Voix
\	426.394440	735.726807
81.003452	81.377621	Voix
\	198.450882	564.695984
82.408665	83.073854	Voix
\	348.467926	1483.202393
83.248466	84.329399	Voix
\	303.217041	784.027649
84.670309	85.052793	Voix
\	286.756134	984.719604
85.343813	85.609889	Voix
\	401.819366	800.486267
85.576630	85.909224	Voix
\	523.533691	1671.479980
86.241819	86.591044	Voix
\	564.695984	1320.987305
88.071090	88.470204	Voix
\	438.886871	636.399841
88.902577	89.692490	Voix
\	383.740509	510.112885
90.149808	90.440828	Voix
\	457.885651	808.784058
91.737948	92.877085	Voix
\	270.565277	2322.739746
93.109901	93.392606	Voix
\	331.264496	1022.295898
95.113784	95.945271	Voix
\	336.967316	966.240051
97.059464	97.375429	Voix
\	564.695984	825.517212
97.732968	98.057248	Voix
\	319.952667	817.127502
98.439732	98.714122	Voix
\	303.217041	800.486267
99.129866	99.379312	Voix
\	414.039185	719.978455
99.786741	100.426985	Voix
\	420.199799	751.649902
103.179207	103.594950	Voix
\	331.264496	938.900330
105.673668	105.997948	Voix
\	319.952667	1519.622559
107.037306	107.236863	Voix
\	438.886871	704.402832
107.644292	107.968571	Voix
\	395.759888	1658.437622
108.425889	108.725224	Voix
\	198.450882	735.726807
108.899837	109.182542	Voix
\	407.912445	859.542725
109.598286	110.487977	Voix
\	432.623474	876.838806
111.020128	111.652058	Voix
\	228.676636	1170.825195
111.801726	112.342192	Voix
\	188.951065	920.923279
112.699732	113.298402	Voix
\	377.780426	704.402832
114.395965	114.662041	Voix
\	401.819366	523.533691
115.011265	115.593306	Voix
\	383.740509	920.923279
117.314484	117.755172	Voix
\	348.467926	1833.726929
118.129341	118.603289	Voix
\	401.819366	1833.726929
119.368257	119.725796	Voix
\	325.592987	784.027649
120.931452	121.131009	Voix
\	451.517670	704.402832
126.269598	128.073924	Voix
\	336.967316	751.649902
128.290111	128.955300	Voix
\	354.265961	712.169189
129.454192	129.886566	Voix
\	354.265961	681.359192
137.685913	138.292898	Voix
\	445.184937	1099.981323
138.700327	139.032921	Voix
\	407.912445	957.076477
140.438134	140.837248	Voix
\	228.676636	1697.780884
140.878822	141.186472	Voix
\	188.595856	1377.488770
141.369399	141.743569	Cris
\	400.517263	607.243042
142.433703	142.583370	Voix
\	712.169189	1170.825195
142.841131	143.290134	Voix
\	331.264496	712.169189
143.481376	143.764082	Voix
\	477.201355	658.693481
144.154880	144.770181	Voix
\	470.727325	912.008850
147.480828	148.304000	Voix
\	342.701782	1388.977539
151.430391	153.243032	Voix
\	348.467926	2052.233398
153.425959	153.791813	Voix
\	331.264496	912.008850
154.739708	155.130507	Voix
\	325.592987	842.436157
157.749691	158.439825	Voix
\	308.764923	920.923279
158.647697	159.080070	Voix
\	286.756134	885.558838
159.271312	159.695370	Voix
\	420.199799	1778.447021
160.019650	160.327300	Voix
\	371.853149	800.486267
160.610006	161.067324	Voix
\	275.932465	800.486267
161.350029	161.707569	Voix
\	281.329376	2176.375000
162.156571	162.422647	Voix
\	169.208893	1697.780884
163.412117	163.902694	Voix
\	360.096039	920.923279
164.210344	164.617773	Voix
\	407.912445	800.486267
168.209796	168.692058	Voix
\	395.759888	966.240051
170.138845	170.612793	Voix
\	438.886871	735.726807
171.086741	171.452595	Voix
\	371.853149	1697.780884
172.425434	172.907697	Voix
\	537.103394	833.953308
173.365015	173.722554	Voix
\	483.711243	1366.063843
174.728653	175.185971	Voix
\	325.592987	451.517670
175.759697	176.283534	Voix
\	159.674637	1287.826660
177.331207	177.730321	Voix
\	259.919159	800.486267
178.628327	179.692630	Voix
\	233.812180	876.838806
180.665469	180.973120	Voix
\	314.343323	735.726807
181.147732	181.646624	Voix
\	354.265961	658.693481
181.646624	181.796292	Voix
\	470.727325	1778.447021
