0.096052	0.545440	Hyla meridionalis 1 1
\	719.059875	2295.213526
1.394907	1.774831	Hyla meridionalis 1 1
\	759.119324	2042.415405
2.847265	3.365261	Hyla meridionalis 1 1
\	732.289307	2351.183544
3.958727	4.435559	Hyla meridionalis 1 1
\	759.119324	2253.748535
4.459572	4.960416	Voix
\	197.032116	1227.489014
5.852330	6.312009	Hyla meridionalis 1 1
\	745.642090	2093.786621
9.022057	9.509179	Hyla meridionalis 1 1
\	719.059875	2146.121094
9.464843	10.097127	Voix
\	252.158386	593.303284
10.178115	10.658376	Hyla meridionalis 1 1
\	689.056036	3387.189697
11.052877	11.560582	Hyla meridionalis 1 1
\	705.952759	2309.527219
13.000640	13.408297	Hyla meridionalis 1 1
\	745.642090	2093.786621
13.555275	13.882510	Reniflements
\	786.452087	4148.638395
13.804861	14.173693	Hyla meridionalis 1 1
\	787.164192	2042.415405
14.797657	15.108253	Hyla meridionalis 1 1
\	617.529724	2067.982178
