0.099819	0.738658	Hyla meridionalis 1 1
\	1001.680298	2381.337891
0.924035	1.542910	Hyla meridionalis 1 1
\	926.648071	2335.366943
1.648433	2.518280	Hyla meridionalis 1 2
\	670.152301	2962.797363
2.777809	3.613433	Hyla meridionalis 1 1
\	843.281494	2752.560449
3.781698	4.765624	Hyla meridionalis 1 2
\	786.362610	2358.266357
5.267569	6.154529	Hyla meridionalis 1 2
\	843.281494	2962.797363
6.354166	7.018672	Hyla meridionalis 1 2
\	710.185669	2136.838379
8.096713	8.795443	Hyla meridionalis 1 2
\	938.919678	2935.372314
8.977968	9.394355	Hyla meridionalis 1 1
\	731.543091	2290.082031
10.646365	11.165421	Hyla meridionalis 1 1
\	902.379822	2697.599854
11.222461	11.681626	Hyla meridionalis 1 1
\	869.962502	2381.337891
11.681626	12.095160	Hyla meridionalis 1 1
\	689.146973	2052.823486
12.317613	12.930784	Hyla meridionalis 1 1
\	938.919678	2475.379639
13.076234	13.475509	Hyla meridionalis 1 1
\	678.745605	2115.597168
